AccessionNumber,doi,PubMedID,title,authors,source,citations,publicationDate,fieldCode,researchDesign,individualLevelData,firstContact,dateFirstResponse,responseCode,reasons,requirements,reasonsDetail
WOS:000342912500005,https://dx.doi.org/10.1111/bmsp.12028,MEDLINE:24188158,Statistical Mediation Analysis With A Multicategorical Independent Variable,"HAYES, AF;PREACHER, KJ",BRIT J MATH STATIST PSYCHOL 67 (3): 451-470 NOV 2014,195,2014,NA,,N,,,,,,
WOS:000337705800005,https://dx.doi.org/10.1177/0963721414531598,,Inside The Turk: Understanding Mechanical Turk As A Participant Pool,"PAOLACCI, G;CHANDLER, J",CURR DIRECTIONS PSYCHOL SCI 23 (3): 184-188 JUN 2014,190,2014,NA,,N,,,,,,
WOS:000331242900006,https://dx.doi.org/10.1002/wps.20087,MEDLINE:24497240,The Rdoc Framework: Facilitating Transition From Icd/Dsm To Dimensional Approaches That Integrate Neuroscience And Psychopathology,"CUTHBERT, BN",WORLD PSYCHIATRY 13 (1): 28-35 FEB 2014,185,2014,NA,,N,,,,,,
WOS:000331382600001,https://dx.doi.org/10.1007/s10869-013-9308-7,,"Moderation In Management Research: What, Why, When, And How","DAWSON, JF",J BUS PSYCHOL 29 (1): 1-19 MAR 2014,157,2014,NA,,N,,,,,,
WOS:000335224800007,https://dx.doi.org/10.1037/a0035302,MEDLINE:24417575,From Stress To Inflammation And Major Depressive Disorder: A Social Signal Transduction Theory Of Depression,"SLAVICH, GM;IRWIN, MR",PSYCHOL BULL 140 (3): 774-815 MAY 2014,129,2014,NA,,N,,,,,,
WOS:000329044700001,https://dx.doi.org/10.1037/a0033076,MEDLINE:23796269,"Can Callous-Unemotional Traits Enhance The Understanding, Diagnosis, And Treatment Of Serious Conduct Problems In Children And Adolescents? A Comprehensive Review","FRICK, PJ;RAY, JV;THORNTON, LC;KAHN, RE",PSYCHOL BULL 140 (1): 1-57 JAN 2014,113,2014,NA,,N,,,,,,
WOS:000349768000010,https://dx.doi.org/10.1037/a0033242,MEDLINE:23855496,P-Curve: A Key To The File-Drawer,"SIMONSOHN, U;NELSON, LD;SIMMONS, JP",J EXP PSYCHOL-GEN 143 (2): 534-547 APR 2014,109,2014,NA,,N,,,,,,
WOS:000339147100002,https://dx.doi.org/10.1016/j.brat.2014.04.006,MEDLINE:24864005,Maximizing Exposure Therapy: An Inhibitory Learning Approach,"CRASKE, MG;TREANOR, M;CONWAY, CC;ZBOZINEK, T;VERVLIET, B",BEHAV RES THER 58: 10-23 JUL 2014,103,2014,NA,,N,,,,,,
WOS:000340325000008,https://dx.doi.org/10.1016/j.tics.2014.04.012,MEDLINE:24835663,Frontal Theta As A Mechanism For Cognitive Control,"CAVANAGH, JF;FRANK, MJ",TRENDS COGN SCI 18 (8): 414-421 AUG 2014,102,2014,NA,,N,,,,,,
WOS:000337916400006,https://dx.doi.org/10.1037/a0035618,MEDLINE:24512111,Bullying In The Digital Age: A Critical Review And Meta-Analysis Of Cyberbullying Research Among Youth,"KOWALSKI, RM;GIUMETTI, GW;SCHROEDER, AN;LATTANNER, MR",PSYCHOL BULL 140 (4): 1073-1137 JUL 2014,99,2014,NA,,N,,,,,,
WOS:000339165200013,https://dx.doi.org/10.1001/jamapsychiatry.2014.366,MEDLINE:24871348,The Changing Face Of Heroin Use In The United States A Retrospective Analysis Of The Past 50 Years,"CICERO, TJ;ELLIS, MS;SURRATT, HL;KURTZ, SP",JAMA PSYCHIATRY 71 (7): 821-826 JUL 2014,98,2014,NA,,N,,,,,,
WOS:000336428200016,https://dx.doi.org/10.1146/annurev-clinpsy-050212-185606,MEDLINE:24471371,"Depression, Stress, And Anhedonia: Toward A Synthesis And Integrated Model","PIZZAGALLI, DA",ANNU REV CLIN PSYCHOL 10: 393-423 2014,96,2014,NA,,N,,,,,,
WOS:000332071800001,https://dx.doi.org/10.1111/aphw.12017,MEDLINE:24591064,Implementation Intention And Action Planning Interventions In Health Contexts: State Of The Research And Proposals For The Way Forward,"HAGGER, MS;LUSZCZYNSKA, A",APPL PSYCHOL-HEALTH WELL-BEIN 6 (1): 1-47 MAR 2014,93,2014,NA,,N,,,,,,
WOS:000332811700007,https://dx.doi.org/10.1016/j.tics.2013.12.009,MEDLINE:24439530,Why Self-Control Seems (But May Not Be) Limited,"INZLICHT, M;SCHMEICHEL, BJ;MACRAE, CN",TRENDS COGN SCI 18 (3): 127-133 MAR 2014,92,2014,NA,,N,,,,,,
WOS:000342851200019,https://dx.doi.org/10.1002/wps.20151,MEDLINE:25273302,Guided Internet-Based Vs. Face-To-Face Cognitive Behavior Therapy For Psychiatric And Somatic Disorders: A Systematic Review And Meta-Analysis,"ANDERSSON, G;CUIJPERS, P;CARLBRING, P;RIPER, H;HEDMAN, E",WORLD PSYCHIATRY 13 (3): 288-295 OCT 2014,90,2014,NA,,N,,,,,,
WOS:000329821700003,https://dx.doi.org/10.1146/annurev-psych-010213-115110,MEDLINE:24050183,Oxytocin Pathways And The Evolution Of Human Behavior,"CARTER, CS",ANNU REV PSYCHOL 65: 17-39 2014,85,2014,NA,,N,,,,,,
WOS:000329821700014,https://dx.doi.org/10.1146/annurev-psych-010213-115137,MEDLINE:24405362,The Psychology Of Change: Self-Affirmation And Social Psychological Intervention,"COHEN, GL;SHERMAN, DK",ANNU REV PSYCHOL 65: 333-371 2014,85,2014,NA,,N,,,,,,
WOS:000345533300014,https://dx.doi.org/10.4088/JCP.13r08765,MEDLINE:24813261,Physical Activity Interventions For People With Mental Illness: A Systematic Review And Meta-Analysis,"ROSENBAUM, S;TIEDEMANN, A;SHERRINGTON, C;CURTIS, J;WARD, PB",J CLIN PSYCHIAT 75 (9): 964-U171 SEP 2014,85,2014,NA,,N,,,,,,
WOS:000329905200024,https://dx.doi.org/10.1093/schbul/sbs150,MEDLINE:23256986,Long-Acting Injectable Vs Oral Antipsychotics For Relapse Prevention In Schizophrenia: A Meta-Analysis Of Randomized Trials,"KISHIMOTO, T;ROBENZADEH, A;LEUCHT, C;LEUCHT, S;WATANABE, K;MIMURA, M;BORENSTEIN, M;KANE, JM;CORRELL, CU",SCHIZOPHRENIA BULL 40 (1): 192-213 JAN 2014,82,2014,NA,,N,,,,,,
WOS:000329821700009,https://dx.doi.org/10.1146/annurev-psych-010213-115202,MEDLINE:24016274,Is Adolescence A Sensitive Period For Sociocultural Processing?,"BLAKEMORE, SJ;MILLS, KL",ANNU REV PSYCHOL 65: 187-207 2014,81,2014,NA,,N,,,,,,
WOS:000337916400001,https://dx.doi.org/10.1037/a0035754,MEDLINE:24547896,The Consequences Of Perceived Discrimination For Psychological Well-Being: A Meta-Analytic Review,"SCHMITT, MT;BRANSCOMBE, NR;POSTMES, T;GARCIA, A",PSYCHOL BULL 140 (4): 921-948 JUL 2014,80,2014,NA,,N,,,,,,
WOS:000339814600001,https://dx.doi.org/10.3389/fpsyg.2014.00781,MEDLINE:25120503,Using Bayes To Get The Most Out Of Non-Significant Results,"DIENES, Z",FRONT PSYCHOL 5: - JUL 29 2014,79,2014,NA,,N,,,,,,
WOS:000332348400008,https://dx.doi.org/10.1176/appi.ajp.2013.13070966,MEDLINE:24480998,Emotion Dysregulation In Attention Deficit Hyperactivity Disorder,"SHAW, P;STRINGARIS, A;NIGG, J;LEIBENLUFT, E",AMER J PSYCHIAT 171 (3): 276-293 MAR 2014,79,2014,NA,,N,,,,,,
WOS:000335221800008,https://dx.doi.org/10.1038/ncomms4677,MEDLINE:24751464,Social Heuristics Shape Intuitive Cooperation,"RAND, DG;PEYSAKHOVICH, A;KRAFT-TODD, GT;NEWMAN, GE;WURZBACHER, O;NOWAK, MA;GREENE, JD",NAT COMMUN 5: - APR 2014,79,2014,NA,,N,,,,,,
WOS:000329686100007,https://dx.doi.org/10.1192/bjp.bp.112.116285,MEDLINE:24385461,Cognitive-Behavioural Therapy For The Symptoms Of Schizophrenia: Systematic Review And Meta-Analysis With Examination Of Potential Bias,"JAUHAR, S;MCKENNA, PJ;RADUA, J;FUNG, E;SALVADOR, R;LAWS, KR",BRIT J PSYCHIAT 204 (1): 20-29 JAN 2014,78,2014,NA,,N,,,,,,
WOS:000329044700011,https://dx.doi.org/10.1037/a0032671,MEDLINE:23607429,Psychobiological Mechanisms Underlying The Social Buffering Of The Hypothalamic-Pituitary-Adrenocortical Axis: A Review Of Animal Models And Human Studies Across Development,"HOSTINAR, CE;SULLIVAN, RM;GUNNAR, MR",PSYCHOL BULL 140 (1): 256-282 JAN 2014,78,2014,NA,,N,,,,,,
WOS:000327922900003,https://dx.doi.org/10.1159/000353263,MEDLINE:24281296,Psychological Well-Being Revisited: Advances In The Science And Practice Of Eudaimonia,"RYFF, CD",PSYCHOTHER PSYCHOSOM 83 (1): 10-28 2014,77,2014,NA,,N,,,,,,
WOS:000337588300017,https://dx.doi.org/10.1002/wps.20128,MEDLINE:24890068,Risks Of All-Cause And Suicide Mortality In Mental Disorders: A Meta-Review,"CHESNEY, E;GOODWIN, GM;FAZEL, S",WORLD PSYCHIATRY 13 (2): 153-160 JUN 2014,74,2014,NA,,N,,,,,,
WOS:000329821700015,https://dx.doi.org/10.1146/annurev-psych-010213-115057,MEDLINE:23808917,Gender Similarities And Differences,"HYDE, JS",ANNU REV PSYCHOL 65: 373-398 2014,71,2014,NA,,N,,,,,,
WOS:000339988900009,https://dx.doi.org/10.1176/appi.ajp.2014.13081008,MEDLINE:24626773,A Critical Appraisal Of Neuroimaging Studies Of Bipolar Disorder: Toward A New Conceptualization Of Underlying Neural Circuitry And A Road Map For Future Research,"PHILLIPS, ML;SWARTZ, HA",AMER J PSYCHIAT 171 (8): 829-843 AUG 2014,70,2014,NA,,N,,,,,,
WOS:000330848700008,https://dx.doi.org/10.1177/1745691613514755,MEDLINE:26173243,The Value Of Direct Replication,"SIMONS, DJ",PERSPECT PSYCHOL SCI 9 (1): 76-80 JAN 2014,70,2014,NA,,N,,,,,,
WOS:000331802400004,https://dx.doi.org/10.1037/a0034857,MEDLINE:24295515,The Benefits Of Playing Video Games,"GRANIC, I;LOBEL, A;ENGELS, RCME",AMER PSYCHOL 69 (1): 66-78 JAN 2014,70,2014,NA,,N,,,,,,
WOS:000331845100002,https://dx.doi.org/10.1037/a0034418,MEDLINE:24099400,Toward A Theory Of Distinct Types Of Impulsive Behaviors: A Meta-Analysis Of Self-Report And Behavioral Measures,"SHARMA, L;MARKON, KE;CLARK, LA",PSYCHOL BULL 140 (2): 374-408 MAR 2014,70,2014,NA,,N,,,,,,
WOS:000329044700008,https://dx.doi.org/10.1037/a0031859,MEDLINE:23527470,Marital Quality And Health: A Meta-Analytic Review,"ROBLES, TF;SLATCHER, RB;TROMBELLO, JM;MCGINN, MM",PSYCHOL BULL 140 (1): 140-187 JAN 2014,69,2014,NA,,N,,,,,,
WOS:000330848700006,https://dx.doi.org/10.1177/1745691613514450,MEDLINE:26173241,The Alleged Crisis And The Illusion Of Exact Replication,"STROEBE, W;STRACK, F",PERSPECT PSYCHOL SCI 9 (1): 59-71 JAN 2014,69,2014,NA,,N,,,,,,
WOS:000329951700024,https://dx.doi.org/10.1016/j.jesp.2013.10.005,,The Replication Recipe: What Makes For A Convincing Replication?,"BRANDT, MJ;IJZERMAN, H;DIJKSTERHUIS, A;FARACH, FJ;GELLER, J;GINER-SOROLLA, R;GRANGE, JA;PERUGINI, M;SPIES, JR;VAN T VEER, A",J EXP SOC PSYCHOL 50: 217-224 JAN 2014,67,2014,NA,,N,,,,,,
WOS:000343702900019,https://dx.doi.org/10.1016/S2215-0366(14)70222-6,MEDLINE:26360404,The Psychology Of Suicidal Behaviour,"OCONNOR, RC;NOCK, MK",LANCET PSYCHIATRY 1 (1): 73-85 JUN 2014,66,2014,NA,,N,,,,,,
WOS:000332382900001,https://dx.doi.org/10.1017/S0033291713000512,MEDLINE:23507264,"Response, Remission And Drop-Out Rates Following High-Frequency Repetitive Transcranial Magnetic Stimulation (Rtms) For Treating Major Depression: A Systematic Review And Meta-Analysis Of Randomized, Double-Blind And Sham-Controlled Trials","BERLIM, MT;VAN DEN EYNDE, F;TOVAR-PERDOMO, S;DASKALAKIS, ZJ",PSYCHOL MED 44 (2): 225-239 JAN 2014,66,2014,NA,,N,,,,,,
WOS:000334519800005,https://dx.doi.org/10.1037/a0032138,MEDLINE:23646988,Reliability Estimation In A Multilevel Confirmatory Factor Analysis Framework,"GELDHOF, GJ;PREACHER, KJ;ZYPHUR, MJ",PSYCHOL METHODS 19 (1): 72-91 MAR 2014,64,2014,NA,,N,,,,,,
WOS:000345917900010,https://dx.doi.org/10.1001/jamapsychiatry.2014.1611,MEDLINE:25322082,"Effect Of Anti-Inflammatory Treatment On Depression, Depressive Symptoms, And Adverse Effects A Systematic Review And Meta-Analysis Of Randomized Clinical Trials","KOHLER, O;BENROS, ME;NORDENTOFT, M;FARKOUH, ME;IYENGAR, RL;MORS, O;KROGH, J",JAMA PSYCHIATRY 71 (12): 1381-1391 DEC 2014,63,2014,NA,,N,,,,,,
WOS:000332498500009,https://dx.doi.org/10.1016/j.tics.2013.12.001,MEDLINE:24439529,Revisiting The Role Of Persistent Neural Activity During Working Memory,"SREENIVASAN, KK;CURTIS, CE;DESPOSITO, M",TRENDS COGN SCI 18 (2): 82-89 FEB 2014,63,2014,NA,,N,,,,,,
WOS:000335728900116,https://dx.doi.org/10.1371/journal.pone.0096905,MEDLINE:24805797,Role Of Omega-3 Fatty Acids In The Treatment Of Depressive Disorders: A Comprehensive Meta-Analysis Of Randomized Clinical Trials,"GROSSO, G;PAJAK, A;MARVENTANO, S;CASTELLANO, S;GALVANO, F;BUCOLO, C;DRAGO, F;CARACI, F",PLOS ONE 9 (5): - MAY 7 2014,63,2014,NA,,N,,,,,,
WOS:000333464400001,https://dx.doi.org/10.1037/a0035194,MEDLINE:24660792,Meta-Analysis Of The Age-Related Positivity Effect: Age Differences In Preferences For Positive Over Negative Information,"REED, AE;CHAN, L;MIKELS, JA",PSYCHOL AGING 29 (1): 1-15 MAR 2014,63,2014,NA,,N,,,,,,
WOS:000337213200006,https://dx.doi.org/10.1016/j.cpr.2014.04.003,MEDLINE:24842549,The Triple P-Positive Parenting Program: A Systematic Review And Meta-Analysis Of A Multi-Level System Of Parenting Support,"SANDERS, MR;KIRBY, JN;TELLEGEN, CL;DAY, JJ",CLIN PSYCHOL REV 34 (4): 337-357 JUN 2014,62,2014,NA,,N,,,,,,
WOS:000329981400012,https://dx.doi.org/10.1016/j.biopsycho.2013.11.013,MEDLINE:24321363,Evaluation Of Neurofeedback In Adhd: The Long And Winding Road,"ARNS, M;HEINRICH, H;STREHL, U",BIOL PSYCHOL 95: 108-115 SP. ISS. SI JAN 2014,61,2014,NA,,N,,,,,,
WOS:000329821700028,https://dx.doi.org/10.1146/annurev-psych-010213-115117,MEDLINE:24050187,Properties Of The Internal Clock: First- And Second-Order Principles Of Subjective Time,"ALLMAN, MJ;TEKI, S;GRIFFITHS, TD;MECK, WH",ANNU REV PSYCHOL 65: 743-771 2014,61,2014,NA,,N,,,,,,
WOS:000328071500001,https://dx.doi.org/10.1111/psyp.12147,MEDLINE:24147581,Committee Report: Publication Guidelines And Recommendations For Studies Using Electroencephalography And Magnetoencephalography,"KEIL, A;DEBENER, S;GRATTON, G;JUNGHOFER, M;KAPPENMAN, ES;LUCK, SJ;LUU, P;MILLER, GA;YEE, CM",PSYCHOPHYSIOLOGY 51 (1): 1-21 JAN 2014,61,2014,NA,,N,,,,,,
WOS:000337605800003,https://dx.doi.org/10.1111/sltb.12070,MEDLINE:24422986,"Prevalence Of Nonsuicidal Self-Injury In Nonclinical Samples: Systematic Review, Meta-Analysis And Meta-Regression","SWANNELL, SV;MARTIN, GE;PAGE, A;HASKING, P;ST JOHN, NJ",SUICIDE LIFE-THREATEN BEHAV 44 (3): 273-303 JUN 2014,61,2014,NA,,N,,,,,,
WOS:000335941000003,https://dx.doi.org/10.1177/0146167213520459,MEDLINE:24458215,Video Games Do Affect Social Outcomes A Meta-Analytic Review Of The Effects Of Violent And Prosocial Video Game Play,"GREITEMEYER, T;MUGGE, DO",PERS SOC PSYCHOL BULL 40 (5): 578-589 MAY 2014,60,2014,NA,,N,,,,,,
WOS:000331272500001,https://dx.doi.org/10.3389/fpsyg.2014.00020,MEDLINE:24570664,The Influences Of Age On Olfaction: A Review,"DOTY, RL;KAMATH, V",FRONT PSYCHOL 5: - FEB 7 2014,59,2014,NA,,N,,,,,,
WOS:000331242900002,https://dx.doi.org/10.1002/wps.20083,MEDLINE:24497236,Advantages And Limitations Of Internet-Based Interventions For Common Mental Disorders,"ANDERSSON, G;TITOV, N",WORLD PSYCHIATRY 13 (1): 4-11 FEB 2014,59,2014,NA,,N,,,,,,
WOS:000335224800004,https://dx.doi.org/10.1037/a0034834,MEDLINE:24188418,A Review Of Current Evidence For The Causal Impact Of Attentional Bias On Fear And Anxiety,"VAN BOCKSTAELE, B;VERSCHUERE, B;TIBBOEL, H;DE HOUWER, J;CROMBEZ, G;KOSTER, EHW",PSYCHOL BULL 140 (3): 682-721 MAY 2014,58,2014,NA,,N,,,,,,
WOS:000331218800002,https://dx.doi.org/10.1111/cdev.12196,MEDLINE:24490890,Ethnic And Racial Identity During Adolescence And Into Young Adulthood: An Integrated Conceptualization,"UMANA-TAYLOR, AJ;QUINTANA, SM;LEE, RM;CROSS, WE;RIVAS-DRAKE, D;SCHWARTZ, SJ;SYED, M;YIP, T;SEATON, E",CHILD DEVELOP 85 (1): 21-39 JAN 2014,58,2014,NA,,N,,,,,,
WOS:000331242900003,https://dx.doi.org/10.1002/wps.20084,MEDLINE:24497237,Uses And Abuses Of Recovery: Implementing Recovery-Oriented Practices In Mental Health Systems,"SLADE, M;AMERING, M;FARKAS, M;HAMILTON, B;OHAGAN, M;PANTHER, G;PERKINS, R;SHEPHERD, G;TSE, S;WHITLEY, R",WORLD PSYCHIATRY 13 (1): 12-20 FEB 2014,58,2014,NA,,N,,,,,,
WOS:000336428200005,https://dx.doi.org/10.1146/annurev-clinpsy-032813-153700,MEDLINE:24313568,Exploratory Structural Equation Modeling: An Integration Of The Best Features Of Exploratory And Confirmatory Factor Analysis,"MARSH, HW;MORIN, AJS;PARKER, PD;KAUR, G",ANNU REV CLIN PSYCHOL 10: 85-+ 2014,57,2014,NA,,N,,,,,,
WOS:000336428200017,https://dx.doi.org/10.1146/annurev-clinpsy-032813-153657,MEDLINE:24313570,Excess Early Mortality In Schizophrenia,"LAURSEN, TM;NORDENTOFT, M;MORTENSEN, PB",ANNU REV CLIN PSYCHOL 10: 425-448 2014,57,2014,NA,,N,,,,,,
WOS:000345230200002,https://dx.doi.org/10.1002/jclp.22081,MEDLINE:24652823,Clinical Efficacy Of Attentional Bias Modification Procedures: An Updated Meta-Analysis,"MOGOASE, C;DAVID, D;KOSTER, EHW",J CLIN PSYCHOL 70 (12): 1133-1157 DEC 2014,57,2014,NA,,N,,,,,,
WOS:000329905200023,https://dx.doi.org/10.1093/schbul/sbt139,MEDLINE:24106335,Efficacy Of Anti-Inflammatory Agents To Improve Symptoms In Patients With Schizophrenia: An Update,"SOMMER, IE;VAN WESTRHENEN, R;BEGEMANN, MJH;DE WITTE, LD;LEUCHT, S;KAHN, RS",SCHIZOPHRENIA BULL 40 (1): 181-191 JAN 2014,57,2014,NA,,N,,,,,,
WOS:000331255100001,https://dx.doi.org/10.1111/sltb.12068,MEDLINE:24313594,Differentiating Suicide Attempters From Suicide Ideators: A Critical Frontier For Suicidology Research,"KLONSKY, ED;MAY, AM",SUICIDE LIFE-THREATEN BEHAV 44 (1): 1-5 FEB 2014,57,2014,NA,,N,,,,,,
WOS:000336113400007,https://dx.doi.org/10.1016/j.tics.2014.02.010,MEDLINE:24656991,"Publication And Other Reporting Biases In Cognitive Sciences: Detection, Prevalence, And Prevention","IOANNIDIS, JPA;MUNAFO, MR;FUSAR-POLI, P;NOSEK, BA;DAVID, SP",TRENDS COGN SCI 18 (5): 235-241 MAY 2014,56,2014,NA,,N,,,,,,
WOS:000336503100017,https://dx.doi.org/10.1146/annurev-orgpsych-031413-091235,,Burnout And Work Engagement: The Jd-R Approach,"BAKKER, AB;DEMEROUTI, E;SANZ-VERGEL, AI",ANN REV ORGAN PSYCHOL ORGAN 1: 389-411 2014,56,2014,NA,,N,,,,,,
WOS:000344874900006,https://dx.doi.org/10.1177/0956797614548725,MEDLINE:25298292,Making Working Memory Work: A Meta-Analysis Of Executive-Control And Working Memory Training In Older Adults,"KARBACH, J;VERHAEGHEN, P",PSYCHOL SCI 25 (11): 2027-2037 NOV 2014,56,2014,NA,,N,,,,,,
WOS:000330339900001,https://dx.doi.org/10.1007/s10461-013-0560-7,MEDLINE:23897125,How Acceptable Are Antiretrovirals For The Prevention Of Sexually Transmitted Hiv?: A Review Of Research On The Acceptability Of Oral Pre-Exposure Prophylaxis And Treatment As Prevention,"YOUNG, I;MCDAID, L",AIDS BEHAV 18 (2): 195-216 FEB 2014,56,2014,NA,,N,,,,,,
WOS:000338130300007,https://dx.doi.org/10.1093/schbul/sbt085,MEDLINE:23770934,"Meta-Analysis Of Cognitive Deficits In Ultra-High Risk To Psychosis And First-Episode Psychosis: Do The Cognitive Deficits Progress Over, Or After, The Onset Of Psychosis?","BORA, E;MURRAY, RM",SCHIZOPHRENIA BULL 40 (4): 744-755 JUL 2014,55,2014,NA,,N,,,,,,
WOS:000329560300002,https://dx.doi.org/10.1016/j.addbeh.2013.09.007,MEDLINE:24126206,An Overview Of Problematic Internet Use,"SPADA, MM",ADDICT BEHAV 39 (1): 3-6 JAN 2014,55,2014,NA,,N,,,,,,
WOS:000332811700006,https://dx.doi.org/10.1016/j.tics.2013.12.006,MEDLINE:24440115,Reworking The Language Network,"FEDORENKO, E;THOMPSON-SCHILL, SL",TRENDS COGN SCI 18 (3): 120-126 MAR 2014,55,2014,NA,,N,,,,,,
WOS:000337240900008,https://dx.doi.org/10.1080/17470218.2013.850521,MEDLINE:24417251,Subtlex-Uk: A New And Improved Word Frequency Database For British English,"VAN HEUVEN, WJB;MANDERA, P;KEULEERS, E;BRYSBAERT, M",QUART J EXP PSYCHOL 67 (6): 1176-1190 2014,55,2014,NA,,N,,,,,,
WOS:000335827700008,https://dx.doi.org/10.1177/1745691614529796,MEDLINE:26173268,Continuously Cumulating Meta-Analysis And Replicability,"BRAVER, SL;THOEMMES, FJ;ROSENTHAL, R",PERSPECT PSYCHOL SCI 9 (3): 333-342 MAY 2014,54,2014,NA,,N,,,,,,
WOS:000344977700002,https://dx.doi.org/10.1177/1529100614541236,MEDLINE:26172066,Women In Academic Science: A Changing Landscape,"CECI, SJ;GINTHER, DK;KAHN, S;WILLIAMS, WM",PSYCHOL SCI PUBLIC INTEREST 15 (3): 75-141 DEC 2014,53,2014,NA,,N,,,,,,
WOS:000337755100002,https://dx.doi.org/10.1017/S0033291713002535,MEDLINE:24168753,Cognitive Impairment In Depression: A Systematic Review And Meta-Analysis,"ROCK, PL;ROISER, JP;RIEDEL, WJ;BLACKWELL, AD",PSYCHOL MED 44 (10): 2029-2040 JUL 2014,53,2014,NA,,N,,,,,,
WOS:000330848700004,https://dx.doi.org/10.1177/1745691613513470,MEDLINE:26173239,"Priming, Replication, And The Hardest Science","CESARIO, J",PERSPECT PSYCHOL SCI 9 (1): 40-48 JAN 2014,53,2014,NA,,N,,,,,,
WOS:000335224800008,https://dx.doi.org/10.1037/a0034733,MEDLINE:24219155,Comorbidity Of Anxiety And Depression In Children And Adolescents: 20 Years After,"CUMMINGS, CM;CAPORINO, NE;KENDALL, PC",PSYCHOL BULL 140 (3): 816-845 MAY 2014,53,2014,NA,,N,,,,,,
WOS:000335093400003,https://dx.doi.org/10.1016/j.cpr.2014.01.004,MEDLINE:24561743,The Relevance Of Analogue Studies For Understanding Obsessions And Compulsions,"ABRAMOWITZ, JS;FABRICANT, LE;TAYLOR, S;DEACON, BJ;MCKAY, D;STORCH, EA",CLIN PSYCHOL REV 34 (3): 206-217 APR 2014,53,2014,NA,,N,,,,,,
WOS:000330818900017,https://dx.doi.org/10.1016/j.jaac.2013.10.013,MEDLINE:24472258,Practice Parameter For The Assessment And Treatment Of Children And Adolescents With Autism Spectrum Disorder,"VOLKMAR, F;SIEGEL, M;WOODBURY-SMITH, M;KING, B;MCCRACKEN, J;STATE, M",J AMER ACAD CHILD ADOLESC PSY 53 (2): 237-257 FEB 2014,53,2014,NA,,N,,,,,,
WOS:000336428200019,https://dx.doi.org/10.1146/annurev-clinpsy-032813-153732,MEDLINE:24329179,The Role Of The Dsm-5 Personality Trait Model In Moving Toward A Quantitative And Empirically Based Approach To Classifying Personality And Psychopathology,"KRUEGER, RF;MARKON, KE",ANNU REV CLIN PSYCHOL 10: 477-501 2014,53,2014,NA,,N,,,,,,
WOS:000336113400010,https://dx.doi.org/10.1016/j.tics.2014.02.009,MEDLINE:24656460,Neural Mechanisms And Temporal Dynamics Of Performance Monitoring,"ULLSPERGER, M;FISCHER, AG;NIGBUR, R;ENDRASS, T",TRENDS COGN SCI 18 (5): 259-267 MAY 2014,52,2014,NA,,N,,,,,,
WOS:000336428200025,https://dx.doi.org/10.1146/annurev-clinpsy-032813-153724,MEDLINE:24679180,The Behavioral Economics Of Substance Use Disorders: Reinforcement Pathologies And Their Repair,"BICKEL, WK;JOHNSON, MW;KOFFARNUS, MN;MACKILLOP, J;MURPHY, JG",ANNU REV CLIN PSYCHOL 10: 641-677 2014,52,2014,NA,,N,,,,,,
WOS:000342616400004,https://dx.doi.org/10.1016/j.jad.2014.07.032,MEDLINE:25128861,A Review Of The Relationship Between Proinflammatory Cytokines And Major Depressive Disorder,"YOUNG, JJ;BRUNO, D;POMARA, N",J AFFECT DISORDERS 169: 15-20 DEC 1 2014,51,2014,NA,,N,,,,,,
WOS:000329731000001,https://dx.doi.org/10.1177/1088868313507536,MEDLINE:24214149,Improving The Dependability Of Research In Personality And Social Psychology: Recommendations For Research And Educational Practice,"FUNDER, DC;LEVINE, JM;MACKIE, DM;MORF, CC;SANSONE, C;VAZIRE, S;WEST, SG",PERS SOC PSYCHOL REV 18 (1): 3-12 FEB 2014,51,2014,NA,,N,,,,,,
WOS:000329746800001,https://dx.doi.org/10.1002/pon.3409,MEDLINE:24105788,Prevalence Of Depression In Cancer Patients: A Meta-Analysis Of Diagnostic Interviews And Self-Report Instruments,"KREBBER, AMH;BUFFART, LM;KLEIJN, G;RIEPMA, IC;DE BREE, R;LEEMANS, CR;BECKER, A;BRUG, J;VAN STRATEN, A;CUIJPERS, P;VERDONCK-DE LEEUW, IM",PSYCHO-ONCOL 23 (2): 121-130 FEB 2014,51,2014,NA,,N,,,,,,
WOS:000336671400003,https://dx.doi.org/10.1017/S0033291713000184,MEDLINE:23414600,Lessons Learned From The Psychosis High-Risk State: Towards A General Staging Model Of Prodromal Intervention,"FUSAR-POLI, P;YUNG, AR;MCGORRY, P;VAN OS, J",PSYCHOL MED 44 (1): 17-24 JAN 2014,50,2014,NA,,N,,,,,,
WOS:000334113900003,https://dx.doi.org/10.1177/1088868314523838,MEDLINE:24577101,"The Hexaco Honesty-Humility, Agreeableness, And Emotionality Factors A Review Of Research And Theory","ASHTON, MC;LEE, K;DE VRIES, RE",PERS SOC PSYCHOL REV 18 (2): 139-152 MAY 2014,50,2014,NA,,N,,,,,,
WOS:000340120200001,https://dx.doi.org/10.1080/15374416.2013.850700,MEDLINE:24245813,Evidence-Based Psychosocial Treatments For Children And Adolescents With Attention-Deficit/Hyperactivity Disorder,"EVANS, SW;OWENS, JS;BUNFORD, N",J CLIN CHILD ADOLESC PSYCHOL 43 (4): 527-551 JUL-AUG 2014,50,2014,NA,,N,,,,,,
